;Nom officiel du musée;Commune;Code Postal;Latitude;Longitude
917;musée Paul Arbaud;Aix-en-Provence;13100.0;43.526201;5.449931
918;musée Frédéric Mistral;Maillane;13910.0;43.831079;4.782653
919;musée Ziem;Martigues;13500.0;43.408336;5.054107
920;musée des Alpilles Pierre de Brun;Saint-Rémy-de-Provence;13210.0;43.789218;4.831075
921;musée de l'Emperi;Salon-de-Provence;13300.0;43.640227;5.096576
922;musée départemental des Hautes-Alpes;Gap;5000.0;44.562625;6.085573
923;musée de l'artillerie;Draguignan;83300.0;43.529648;6.495058
924;musée archéologique;Fréjus;83600.0;43.433569;6.736721
925;musée archéologique;Saint-Raphaël;83700.0;43.42598957834058;6.769881214825955
926;musée du Petit Palais;Avignon;84000.0;43.951088;4.806317
927;musées Comtadin et Duplessis;Carpentras;84200.0;44.0543;5.045479
928;musée Jouve;Cavaillon;84300.0;43.837324;5.038776
929;musée-bibliothèque Pétrarque;Fontaine-de-Vaucluse;84800.0;43.91753;5.056541
930;musée municipal;Orange;84100.0;44.135887;4.807526
931;écomusée de Marie-Galante;Grand-Bourg;97112.0;15.876666;-61.298004
932;musée départemental Alexandre Franconie;Cayenne;97300.0;4.938177;-52.334359
933;musée Léon Dierx;Saint-Denis-de-la-Réunion;97400.0;-20.883698;55.450251
934;musée départemental d'archéologie;Fort-de-France;97200.0;14.60331;-61.068675
935;muséum d'histoire naturelle;Fort-de-France;97200.0;14.624376;-61.049824
936;musée de la société d'histoire et d'archéologie;Briord;1470.0;45.781653;5.458569
937;domaine des Saveurs – Les Planons;Saint-Cyr-sur-Menthon;1380.0;46.282489;4.986729
938;musée du Revermont;Treffort-Cuisiat;1000.0;46.209952;5.243955
939;musée Anne de Beaujeu;Moulins;3000.0;46.56707;3.331218
940;musée archéologique;Soyons;7130.0;44.887803;4.850777
941;écomusée de la Margeride;Ruynes-en-Margeride;15320.0;45.000522;3.224427
942;musée de la Haute Auvergne;Saint-Flour;15100.0;45.0343;3.092979
943;musée d'histoire et d'archéologie;Die;26150.0;44.75504;5.369785
944;musée du château des Adhémar;Montélimar;26200.0;44.556294;4.750056
945;musée archéologique;Saint-Paul-Trois-Châteaux;26130.0;44.349149;4.768163
946;musée des manufactures de dentelles;Retournac;43130.0;45.202566;4.035268
947;musée de la ferblanterie;Saint-Arcons-d'Allier;43300.0;45.067807;3.548896
948;musée de Bourgoin-Jallieu;Bourgoin-Jallieu;38300.0;45.586588;5.279159
949;conservatoire-musée des industries hydroélectriques;Grand'Maison;38114.0;45.147612;6.049634
950;musée dauphinois;Grenoble;38031.0;45.1951875353051;5.726944536301466
951;musée de Grenoble;Grenoble;38000.0;45.194026;5.732094
952;musée Saint-Laurent;Grenoble;38000.0;45.19778;5.731922
953;muséum d'histoire naturelle;Grenoble;38000.0;45.188059;5.735163
954;maison du patrimoine;Hières-sur-Ambly;38118.0;45.797246;5.292625
955;musée du pays matheysin;La Mure;38350.0;44.904362;5.784427
956;maison du patrimoine de l'Oisans;L'Alpe-d'Huez;38750.0;45.087019;6.068988
957;musée hospitalier;Charlieu;42190.0;46.160301;4.17052
958;musée du chapeau;Chazelles-sur-Lyon;42140.0;45.638304;4.394089
959;musée du vieux Pommiers;Pommiers-en-Forez;42260.0;45.830522;4.104776
960;château de la Bastie d'Urfé;Saint-Etienne-le-Molard;42130.0;45.728472;4.078512
961;musée municipal;Saint-Germain-Laval;42260.0;45.830168;4.010608
962;musée régional d'Auvergne;Riom;63200.0;45.895037;3.116254
963;musée municipal de la coutellerie;Thiers;63300.0;45.852318;3.548029
964;musée Barthélemy-Thimonier;Amplepuis;69550.0;45.972502;4.331417
965;musée folklorique et des traditions populaires;Beaujeu;69430.0;46.154524;4.587482
966;musée d'art contemporain;Lyon;69006.0;45.784864;4.852921
967;musée des hospices civils de Lyon;Lyon;69002.0;45.760912;4.831492
968;musée archéologique;Saint-Romain-en-Gal;69483.0;45.52955632679911;4.8731588394774645
969;musée du costume;Bourg-Saint-Maurice;73700.0;45.597053;6.760997
970;musée des beaux-arts;Chambéry;73000.0;45.567896;5.919306
971;musée du vin de Bourgogne;Beaune;21200.0;47.023618;4.837574
972;musée de la vie bourguignonne;Dijon;21000.0;47.317415;5.037131
973;musée national Magnin;Dijon;21000.0;47.320958;5.042189
974;musée Rude;Dijon;21000.0;47.32122;5.043978
975;muséum d'histoire naturelle;Dijon;21000.0;47.322357;5.025636
976;musée François Pompon;Saulieu;21210.0;47.279459;4.229714
977;musée municipal;Semur-en-Auxois;21140.0;47.490137;4.336452
978;musée du château;Montbéliard;25205.0;47.509529802783824;6.800857556367602
979;musée de plein air des maisons comtoises;Nancray;25360.0;47.242984;6.18963
980;musée des beaux-arts et d'archéologie;Dole;39100.0;47.089059;5.488205
981;musée des beaux-arts;Lons-le-Saunier;39000.0;46.675861;5.553907
982;musée du jouet;Moirans-en-Montagne;39260.0;46.433004;5.726307
983;musée du costume;Château-Chinon;58120.0;47.06721;3.934311
984;musée de la Loire;Cosne-Cours-sur-Loire;58200.0;47.410548;2.922768
985;musée archéologique de la porte du Croux;Nevers;58000.0;46.986949;3.154223
986;musée Auguste Grasset;Varzy;58210.0;47.357394;3.386114
987;musée Saint-Nazaire;Bourbon-Lancy;71140.0;46.624065;3.768545
988;musée du Prieuré Jean Laronze;Charolles;71120.0;46.432412;4.279872
989;musée eucharistique du Hiéron;Paray-le-Monial;71600.0;46.451822;4.123021
990;musée du terroir;Romenay;71470.0;46.503251;5.067591
991;cabinet d'un amateur - donation Maurice Jardot;Belfort;90000.0;47.642439;6.855466
992;musée Leblanc-Duvernoy;Auxerre;89000.0;47.795393;3.566248
993;musée d'art naïf;Noyers-sur-Serein;89310.0;47.721479;3.966518
994;musée de l'aventure du son;Saint-Fargeau;89170.0;47.640663;3.070586
995;musée municipal;Tonnerre;89700.0;47.8559;3.97555
996;musée Zervos;Vézelay;89450.0;47.464133;3.74361
997;musée villeneuvien;Villeneuve-sur-Yonne;89500.0;48.080518;3.294126
998;musée d'art et d'histoire;Saint-Brieuc;22000.0;48.512139;-2.762171
999;musée des beaux-arts;Brest;29200.0;48.38529;-4.489963
1000;écomusée des monts d'Arrée;Commana;29450.0;48.41588618665521;-4.006272428689588
1001;écomusée de la Bintinais;Rennes;35200.0;48.079557;-1.665571
1002;musée de Bretagne;Rennes;35000.0;48.105455;-1.674922
1003;musée des rochers de Sévigné;Vitré;35500.0;48.080418;-1.169805
1004;musée du château;Vitré;35506.0;48.12588457843864;-1.211799050981162
1005;musée de la carte postale;Baud;56150.0;47.875046;-3.016911
1006;musée de la Compagnie des Indes;Port-Louis;56290.0;47.709147;-3.362581
1007;musée de la résistance bretonne;Saint-Marcel;56140.0;47.800618;-2.432273
1008;musée des arts décoratifs;Bourges;18000.0;47.084683;2.398383
1009;muséum des sciences naturelles et de préhistoire;Chartres;28000.0;48.441822;1.490983
1010;conservatoire du machinisme et des pratiques agricoles;Chartres-Mainvilliers;28000.0;48.44690286097676;1.4768748419423503
1011;musée Bertrand;Châteauroux;36000.0;46.813737;1.694262
1012;musée de l'hospice Saint Roch;Issoudun;36100.0;46.945408;1.994379
1013;musée George Sand et de la vallée noire;La Châtre;36400.0;46.581939;1.989964
1014;musée de géologie régionale;Langé;36600.0;47.073893;1.513405
1015;musée du terroir;Loches;37600.0;47.128196;0.994671
1016;musée municipal;Sainte-Maure-de-Touraine;37800.0;47.111569;0.619769
1017;collections du musée de la société archéologique de Touraine;Tours;37000.0;47.395094;0.684809
1018;musée des beaux-arts;Tours;37000.0;47.394698;0.694004
1019;château-musée de Gien : chasse, histoire et nature en Val de Loire;Gien;45500.0;47.68592;2.630092
1020;musée de la Corbillière;Mer;41500.0;47.697723;1.503586
1021;musée de préhistoire corse;Sartène;20100.0;41.620485;8.973941
1022;musée Jérôme Carcopino;Aléria;20270.0;42.113417;9.512108
1023;musée;Givet;8600.0;50.13658229142993;4.824527313060885
1024;musée du château-fort;Sedan;8200.0;49.695347;4.919074
1025;musée de la Résistance de l'Aube;Mussy-sur-Seine;10250.0;47.977352;4.498923
1026;musée Camille Claudel;Nogent-sur-Seine;10400.0;48.494242;3.500892
1027;musée de la bonneterie;Troyes;10000.0;48.294239;4.071824
1028;muséum d'histoire naturelle;Troyes;10000.0;48.300638;4.08003
1029;musée de la poterie;Betschdorf;67660.0;48.900348;7.914409
1030;musée des arts décoratifs;Strasbourg;67000.0;48.581229;7.751984
1031;musée des beaux-arts;Strasbourg;67000.0;48.581229;7.751984
1032;musée de la bataille du 6 août 1870;Woerth;67360.0;48.938618;7.747992
1033;musée des beaux-arts et d'archéologie;Chaumont;52000.0;48.112482;5.137331
1034;musée de la porte de Thann;Cernay;68700.0;47.809586;7.174264
1035;musée d'Unterlinden;Colmar;68000.0;48.079918;7.355464
1036;musée de l'impression sur étoffes;Mulhouse;68072.0;47.74501942419962;7.345379580548642
1037;musée du sapeur-pompier;Mulhouse;68480.0;47.504301;7.304287
1038;musée minéralogique de la société industrielle de Mulhouse;Mulhouse;68100.0;47.73132;7.310303
1039;musée du papier peint;Rixheim;68170.0;47.744135;7.397424
1040;écomusée d'Alsace;Ungersheim;68190.0;47.878584;7.304447
1041;musée Garinet;Châlons-en-Champagne;51000.0;48.955859;4.366501
1042;musée Les sources d'Hercule;Deneuvre;54120.0;48.446385;6.734719
1043;musée de l'Ecole de Nancy;Nancy;54000.0;48.680494;6.166351
1044;musée de la céramique et de l'ivoire;Commercy;55200.0;48.76331;5.58962
1045;musée Jules Bastien-Lepage - musée de la fortification;Montmédy;55600.0;49.523594;5.348511
1046;musée de la bière et du pays de Stenay;Stenay;55700.0;49.48769;5.186786
1047;musée d'Argonne;Varennes-en-Argonne;55270.0;49.226057;5.033072
1048;musée de la guerre de 1870;Gravelotte;57130.0;49.113679;6.029871
1049;musée de la mine - carreau Wendel;Petite-Rosselle;57540.0;49.20684;6.848979
1050;musée de la Tour-aux-Puces;Thionville;57125.0;49.35817096733886;6.169267003245504
1051;musée de la lutherie;Mirecourt;88503.0;48.30159282877004;6.135440439964067
1052;musée franco-américain du château de Blérancourt;Blérancourt;2300.0;49.516035;3.150459
1053;musée - centre de documentation Alfred Desmasures;Hirson;2500.0;49.921047;4.083876
1054;musée Théophile Jouglet;Anzin;59410.0;50.372162;3.502134
1055;musée Benoît de Puydt;Bailleul;59270.0;50.740715;2.734399
1056;musée de l'Ostrevant;Bouchain;59111.0;50.284847;3.317909
1057;musée municipal;Escaudain;59124.0;50.327784;3.343632
1058;musée du dessin et de l'estampe originale;Gravelines;59820.0;50.992478;2.159542
1059;musée municipal;Hazebrouck;59190.0;50.721177;2.535346
1060;musée Henri Boez;Maubeuge;59607.0;50.28041196902142;3.967683057337368
1061;musée Condé;Chantilly;60631.0;49.19397;2.48522
1062;musée de la figurine historique;Compiègne;60200.0;49.417761;2.826358
1063;musée d'Opale Sud;Berck-sur-Mer;62600.0;50.405092;1.567687
1064;musée de Boulogne-sur-Mer;Boulogne-sur-Mer;62200.0;50.725617;1.616349
1065;musée Cazin;Samer;62830.0;50.617493;1.830274
1066;musée Boucher de Perthes;Abbeville;80100.0;50.10712;1.833193
1067;musée Lombart;Doullens;80600.0;50.157436;2.343267
1068;musée des années trente;Boulogne-Billancourt;92100.0;48.834945;2.241177
1069;musée Paul Belmondo et de la sculpture figurative du XXe siècle;Boulogne-Billancourt;92100.0;48.834945;2.241177
1070;musée des transports urbains, interurbains et ruraux;Chelles;77500.0;48.87682;2.603374
1071;fondation Arp;Clamart;92140.0;48.803529;2.244319
1072;musée national des châteaux de Malmaison et de Bois Préau;Rueil-Malmaison;92500.0;48.873334;2.1689
1073;musée des Avelines - musée d'art et d'histoire de Saint-Cloud;Saint-Cloud;92210.0;48.842497;2.208286
1074;musée d'art et d'histoire de l'hôpital Sainte-Anne;Paris;75014.0;48.830264;2.340376
1075;musée de la vie romantique;Paris;75009.0;48.880899;2.333278
1076;musée des monuments français;Paris;75016.0;48.862323;2.281879
1077;Palais Galliera, musée de la mode et de la ville de Paris;Paris;75116.0;48.86613680546336;2.297248499625773
1078;musée des arts décoratifs (Union centrale des arts décoratifs);Paris;75001.0;48.863218;2.3333
1079;musée du Louvre;Paris;75058.0;48.86079459806906;2.3378156596817785
1080;musée d'art et d'histoire du judaïsme;Paris;75003.0;48.86095;2.355608
1081;musée des monnaies et médailles;Paris;75006.0;48.857003;2.338699
1082;musée Hébert;Paris;75006.0;48.847429;2.322709
1083;musée d'Orsay;Paris;75007.0;48.859157;2.323672
1084;musée d'art et d'histoire militaire;Fontainebleau;77300.0;48.406893;2.698781
1085;musée Henri Chapu;Le Mée-sur-Seine;77350.0;48.534859;2.635235
1086;musée Daubigny;Auvers-sur-Oise;95430.0;49.071480153019486;2.171783250055156
1087;musée de la Renaissance - château d'Ecouen;Ecouen;95440.0;49.015862;2.378424
1088;ARCHÉA, Archéologie en Pays de France;Louvres;95380.0;49.041117;2.50695
1089;écomusée;Fresnes;94260.0;48.75525;2.326389
1090;musée Fragonard;Maisons-Alfort;94704.0;48.81278282657873;2.4233629652344084
1091;musée;Nogent-sur-Marne;94130.0;48.84026;2.484292
1092;musée d'art contemporain du Val-de-Marne;Vitry-sur-Seine;94400.0;48.792821;2.387072
1093;musée de Port-Royal des Champs;Magny-les-Hameaux;78114.0;48.748437;2.01579
1094;musée de l'hôtel-Dieu;Mantes-la-Jolie;78200.0;48.990874;1.719901
1095;musée du domaine royal de Marly Louveciennes/Marly-le-Roi;Marly-le-Roi-Louveciennes;78160.0;48.859572;2.109482
1096;musée Zola-Dreyfus;Médan;78670.0;48.952745;1.995035
1097;musée d'archéologie nationale (des origines à l'an mille) - château de Saint-Germain-en-Laye;Saint-Germain-en-Laye;78100.0;48.897879;2.094936
1098;musée Lambinet;Versailles;78000.0;48.808966;2.130624
1099;musée du Débarquement;Arromanches;14117.0;49.339971;-0.62156
1100;musée de la meunerie - moulin de Marcy;Le Molay-Littry;14330.0;49.227605;-0.904606
1101;musée du château;Pontécoulant;14110.0;48.896128;-0.587689
1102;château;Saint-Germain-de-Livet;14100.0;49.074299;0.191032
1103;musée des techniques fromagères;Saint-Pierre-sur-Dives;14170.0;49.0196;-0.033249
1104;musée municipal;Bernay;27300.0;49.088944;0.598806
1105;musée des instruments à vent;La Couture-Boussey;27750.0;48.908972;1.386877
1106;musée municipal;Louviers;27400.0;49.215649;1.168552
1107;musée du Poiré;Barenton;50720.0;48.587979;-0.806137
1108;musée Thomas Henry;Cherbourg;50100.0;49.638452;-1.625439
1109;musée municipal;Equeurdreville-Hainneville;50120.0;49.64899337142963;-1.6526443524701655
1110;musée du bocage normand, ferme du bois Jugan;Saint-Lô;50000.0;49.114654;-1.074964
1111;musée du Granit;Saint-Michel-de-Montjoie;50670.0;48.774021;-1.037895
1112;musée des beaux-arts et de la dentelle;Alençon;61000.0;48.431484;0.083508
1113;musée du château de Flers;Flers;61104.0;48.76963604017967;-0.5149048823720657
1114;musée percheron;Mortagne-au-Perche;61400.0;48.521951;0.547043
1115;musée municipal;Barentin;76360.0;49.545218;0.952073
1116;château-musée;Dieppe;76200.0;49.923908;1.071756
1117;musée municipal;Elbeuf;76500.0;49.285546;1.006479
1118;musée Flaubert et d'histoire de la médecine;Rouen;76000.0;49.445232;1.081736
1119;musée municipal des ivoires;Yvetot;76190.0;49.617332;0.754906
1120;atelier-musée du papier;Angoulême;16000.0;45.653356;0.149932
1121;musée archéologique et historique;Angoulême;16000.0;45.647813;0.160838
1122;musée de la bande dessinée - centre national de la bande dessinée et de l'image;Angoulême;16012.0;45.65559977477438;0.1512226804929682
1123;musée des beaux-arts;Angoulême;16000.0;45.6493;0.152569
1124;musée archéologique;Saintes;17100.0;45.741605;-0.627956
1125;musée Labenche;Brive;19100.0;45.158512;1.535911
1126;musée du cloître;Tulle;19000.0;45.267654;1.770791
1127;musée d'histoire naturelle;Niort;79000.0;46.321168;-0.454351
1128;musée militaire - souvenirs du Périgord;Périgueux;24000.0;45.183285;0.720943
1129;musée de site médiéval;Saint-Avit-Senieur;24440.0;44.77393;0.815624
1130;musée des beaux-arts;Bordeaux;33000.0;44.838056;-0.579413
1131;muséum d'histoire naturelle;Bordeaux;33000.0;44.848154;-0.580085
1132;musée René Baubérot;Châteauponsac;87290.0;46.13125;1.274322
1133;musée de la porcelaine Adrien Dubouché;Limoges;87000.0;45.832531;1.252114
1134;musée du liège et du bouchon;Mézin;47170.0;44.056939;0.256362
1135;musée du château;Nérac;47600.0;44.135038;0.339995
1136;musée municipal;Arudy;64260.0;43.105742;-0.427534
1137;musée Edmond Rostand;Cambo-les-Bains;64250.0;43.366872;-1.41606
1138;musée gallo-romain;Claracq;64330.0;43.514297;-0.303415
1139;musée municipal;Guéthary;64210.0;43.425653;-1.609198
1140;musée archéologique et d'ethnographie locale;Chauvigny;86300.0;46.57103543157692;0.6478487283875319
1141;"musée municipal ""Eburomagus, musée archéologique""";Bram;11150.0;43.243772;2.116173
1142;musée des beaux-arts;Carcassonne;11000.0;43.211552;2.355531
1143;musée Narbo Via;Narbonne;11100.0;43.17593363663495;3.0261852745179603
1144;musée Fenaille;Rodez;12000.0;44.349201;2.576408
1145;musée du charroi rural;Salmiech-Cassagnes;12120.0;44.202302;2.587674
1146;musée Urbain Cabrol;Villefranche-de-Rouergue;12200.0;44.351353;2.036793
1147;musée cévenol;Le Vigan;30120.0;43.988997;3.606934
1148;musée de la Romanité;Nîmes;30000.0;43.837616;4.362815
1149;musée du vieux Nîmes;Nîmes;30000.0;43.838204;4.359619
1150;musée départemental d'art sacré;Pont-Saint-Esprit;30130.0;44.255204;4.650869
1151;musée de la maison Romane;Saint-Gilles-du-Gard;30800.0;43.676985;4.431238
1152;musée agathois;Agde;34300.0;43.311837;3.468587
1153;musée du biterrois;Béziers;34500.0;43.338908;3.215208
1154;musée Louis Médard;Lunel;34400.0;43.675458;4.133656
1155;musée de l'hôtel d'Espeyran;Montpellier;34000.0;43.611112;3.880183
1156;musée du vieux Montpellier;Montpellier;34000.0;43.610788;3.878349
1157;musée Vulliod de Saint-Germain;Pézenas;34120.0;43.461352;3.422892
1158;musée de préhistoire Amédée Lémozi;Cabrerets;46330.0;44.505455;1.653939
1159;musée de l'automate;Souillac;46200.0;44.893995;1.47721
1160;musée du Gévaudan;Mende;48000.0;44.518396;3.499291
1161;musée d'art moderne;Céret;66400.0;42.485799;2.74849
1162;musée municipal Jean Peské;Collioure;66190.0;42.524426;3.089905
1164;musée Raymond Lafage;L'Isle-sur-Tarn;81310.0;43.852892;1.811377
1165;musée Théodore Calbet;Grisolles;82170.0;43.827651;1.294738
1166;musée des arts et traditions populaires;Moissac;82200.0;44.105697;1.085296
1167;musée d'histoire naturelle Victor-Brun;Montauban;82000.0;44.017099;1.351385
1168;musée de préhistoire;Saint-Antoine-Noble-Val;82140.0;44.15188;1.756727
1169;musée des beaux-arts et galerie David-d'Angers;Angers;49100.0;47.469659;-0.555485
1170;musée Pincé;Angers;49100.0;47.471767;-0.551841
1171;muséum des sciences naturelles;Angers;49100.0;47.473467;-0.546399
1172;musée d'art moderne de Fontevraud - collection Martine et Léon Cligman;Fontevraud;49590.0;47.18198;0.05295
1173;musée de l'ardoise;Trélazé;49800.0;47.450792;-0.491518
1174;musée des tisserands mayennais;Ambrières-les-Vallées;53300.0;48.402909;-0.630644
1175;musée d'art et d'archéologie;Château-Gontier;53204.0;47.82914894790312;-0.7039436064897823
1176;musée de la reine Bérengère;Le Mans;72000.0;48.008953;0.1977
1177;musée vert Véron-de-Forbonnais;Le Mans;72100.0;47.986868;0.208417
1178;centre minier;Faymoreau-les-Mines;85240.0;46.55525;-0.630566
1179;musée de Fontenay-le-Comte;Fontenay-le-Comte;85200.0;46.46746223448963;-0.806809739064941
1180;musée municipal;La Roche-sur-Yon;85000.0;46.669265;-1.428828
1181;musée Clémenceau et de Lattre de Tassigny;Mouilleron-en-Pareds;85390.0;46.675283;-0.849535
1182;musée de Salagon;Mane;4300.0;43.93798;5.76727
1183;musée départemental de préhistoire;Quinson;4500.0;43.709854;6.040734
1184;musée archéologique;Reillanne (Vachères);4110.0;43.93598226424194;5.654370035822609
1185;musée gallo-romain Sisteron;Sisteron;4200.0;44.197595;5.944839
1186;musée national Fernand Léger;Biot;6410.0;43.620705;7.112317
1187;musée-château;Cagnes-sur-Mer;6800.0;43.666892;7.145213
1188;musée Fragonard;Grasse;6130.0;43.656739;6.921091
1189;musée international de la parfumerie;Grasse;6130.0;43.658385;6.922
1190;musée Bonnard;Le Cannet;6110.0;43.576273;7.019853
1191;musée départemental des arts asiatiques;Nice;6200.0;43.678077;7.215461
1192;musée national du sport;Nice;6200.0;43.703829;7.191059
1193;musée des merveilles;Tende;6430.0;44.088854;7.593216
1194;musée national de Vallauris (la Guerre et la Paix de Picasso);Vallauris;6220.0;43.579971;7.052887
1195;musée d'art et d'histoire;Villefranche-sur-Mer;6230.0;43.701093;7.311425
1196;muséum d'histoire naturelle;Aix-en-Provence;13090.0;43.533792;5.423327
1197;musée municipal d'arts et traditions populaires;Cassis;13260.0;43.214464;5.540037
1198;musée folklorique du vieux Lambesc;Lambesc;13410.0;43.651927;5.261964
1199;musée d'archéologie méditerranéenne;Marseille;13002.0;43.300172;5.367602
1200;musée d'art contemporain - galeries contemporaines;Marseille;13008.0;43.250815;5.389874
1201;musée des beaux-arts;Marseille;13233.0;43.30471863787663;5.394041457684137
1202;musée des civilisations de l'Europe et de la méditerranée;Marseille;13213.0;43.29690491040561;5.361071769324869
1203;musée d'histoire de Marseille;Marseille;13001.0;43.298168;5.374162
1204;musée Grobet-Labadié;Marseille;13001.0;43.303412;5.392866
1205;musée Suffren et du vieux Saint-Cannat;Saint-Cannat;13760.0;43.621602;5.295178
1206;musée du vieux Saint-Chamas;Saint-Chamas;13250.0;43.554245;5.072251
1207;MHAB, musée d’histoire et d’art de Bormes;Bormes-les-Mimosas;83230.0;43.150793;6.340584
1208;musée des troupes de marine;Fréjus;83608.0;43.47210158572287;6.721402172498896
1209;musée municipal;Hyères;83400.0;43.119997;6.130519
1210;musée Jean Aicard;La Garde;83000.0;43.131242;5.931994
1211;muséum d'histoire naturelle;Toulon;83200.0;43.143305;5.910861
1212;musée Calvet (et musée lapidaire);Avignon;84000.0;43.946985;4.803388
1213;musée Sobirats;Carpentras;84200.0;44.054477;5.046269
1214;synagogue musée juif comtadin;Cavaillon;84300.0;43.836842;5.038553
1215;musée Philippe de Girard;Lourmarin;84160.0;43.76316809302446;5.3636267092803775
1216;musée Schoelcher;Pointe-à-Pitre;97110.0;16.237697;-61.537737
1217;musée des arts et traditions populaires de la Guyane;Cayenne;97300.0;4.94156;-52.32837
1218;muséum d'histoire naturelle;Saint-Denis-de-la-Réunion;97400.0;-20.887712;55.451452
1219;musée de Villèle;Saint-Gilles-les-Hauts;97435.0;-21.055917761556145;55.264409385729984
1220;écomusée de la Martinique;Rivière-Pilote;97211.0;14.463029;-60.909569
1221;MuMa - musée de Mayotte;Mayotte;97615.0;-12.774184;45.282721
